Late_delivery_risk,risk_proba,risk_tier,Shipping Mode,Order Region,Category Name
1,0.39377767,LOW,Standard Class,South Asia,Women's Apparel
0,0.39617282,LOW,Standard Class,West Asia,Fishing
1,0.99065197,HIGH,First Class,South of  USA ,Water Sports
1,0.79999316,HIGH,Second Class,Western Europe,Men's Footwear
0,0.48434144,MEDIUM,Same Day,South America,Camping & Hiking
1,0.98390806,HIGH,First Class,West of USA ,Camping & Hiking
0,0.28510934,LOW,Standard Class,South America,Fishing
1,0.34870675,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.79471797,HIGH,Second Class,Northern Europe,Cameras 
0,0.26978225,LOW,Standard Class,South America,Men's Footwear
1,0.8099454,HIGH,Second Class,Caribbean,Tennis & Racquet
0,0.39422986,LOW,Standard Class,Central America,Shop By Sport
1,0.7976786,HIGH,Second Class,Eastern Europe,Cleats
1,0.39507067,LOW,Standard Class,Eastern Europe,Fishing
1,0.8108661,HIGH,Second Class,Central America,Girls' Apparel
0,0.3558103,LOW,Standard Class,Central America,Camping & Hiking
0,0.37394693,LOW,Standard Class,East of USA,Camping & Hiking
0,0.3566735,LOW,Standard Class,South America,Women's Apparel
1,0.990564,HIGH,First Class,US Center ,Cleats
1,0.79842144,HIGH,Second Class,Oceania,Indoor/Outdoor Games
0,0.7162207,HIGH,Second Class,South America,Indoor/Outdoor Games
0,0.34581715,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
0,0.48294088,MEDIUM,Same Day,Eastern Asia,Camping & Hiking
1,0.9911027,HIGH,First Class,Oceania,Men's Footwear
0,0.37113327,LOW,Standard Class,Central America,Camping & Hiking
1,0.79167396,HIGH,Second Class,Central America,Indoor/Outdoor Games
1,0.9907023,HIGH,First Class,Southern Europe,Electronics
1,0.396118,LOW,Standard Class,Western Europe,Cleats
1,0.36000854,LOW,Standard Class,South America,Indoor/Outdoor Games
0,0.36035198,LOW,Standard Class,Southeast Asia,Water Sports
1,0.33828032,LOW,Standard Class,Eastern Asia,Men's Footwear
0,0.44643998,LOW,Same Day,Eastern Asia,Shop By Sport
1,0.99065197,HIGH,First Class,North Africa,Men's Footwear
1,0.8248211,HIGH,Second Class,Central America,Men's Footwear
1,0.9835601,HIGH,First Class,Central America,Cleats
1,0.9835601,HIGH,First Class,Central America,Cleats
0,0.4747577,MEDIUM,Same Day,Oceania,Water Sports
1,0.9911857,HIGH,First Class,West Asia,Shop By Sport
0,0.4250518,LOW,Standard Class,Southeast Asia,Women's Apparel
0,0.39680722,LOW,Standard Class,Southern Europe,Fishing
1,0.8429132,HIGH,First Class,Western Europe,Fishing
0,0.39507705,LOW,Standard Class,Southern Europe,Shop By Sport
0,0.3926778,LOW,Standard Class,Eastern Europe,Water Sports
0,0.33828032,LOW,Standard Class,Oceania,Cleats
1,0.6908818,HIGH,Second Class,Western Europe,Women's Golf Clubs
0,0.40684736,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.396118,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.39272597,LOW,Standard Class,Southern Europe,Cleats
1,0.8261999,HIGH,Second Class,South Asia,Women's Apparel
1,0.9835601,HIGH,First Class,Caribbean,Camping & Hiking
0,0.34360486,LOW,Standard Class,Eastern Asia,Water Sports
1,0.46634126,MEDIUM,Second Class,East of USA,Cleats
0,0.8013363,HIGH,Second Class,South Asia,Men's Footwear
0,0.39979845,LOW,Standard Class,Western Europe,Men's Footwear
1,0.9914283,HIGH,First Class,Western Europe,Cardio Equipment
0,0.34047607,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
0,0.33828032,LOW,Standard Class,West Asia,Women's Apparel
0,0.4966582,MEDIUM,Same Day,South Asia,Camping & Hiking
0,0.2605986,LOW,Standard Class,West of USA ,Water Sports
0,0.41461897,LOW,Standard Class,Central America,Camping & Hiking
1,0.6857553,HIGH,Second Class,South Asia,Men's Footwear
0,0.3412363,LOW,Standard Class,Central America,Women's Apparel
1,0.9911027,HIGH,First Class,Central America,Water Sports
1,0.6738141,HIGH,First Class,West of USA ,Fishing
1,0.80039227,HIGH,Second Class,North Africa,Cardio Equipment
1,0.6904221,HIGH,Second Class,Eastern Asia,Water Sports
1,0.9914033,HIGH,First Class,Central Africa,Shop By Sport
0,0.50838286,MEDIUM,Standard Class,Western Europe,Cleats
0,0.39934403,LOW,Standard Class,Western Europe,Men's Footwear
1,0.3260084,LOW,Standard Class,Central America,Water Sports
0,0.3410594,LOW,Same Day,Southern Europe,Cardio Equipment
1,0.3953487,LOW,Standard Class,South America,Men's Footwear
1,0.39377767,LOW,Standard Class,Central America,Men's Footwear
1,0.9912709,HIGH,First Class,Western Europe,Men's Footwear
1,0.9838684,HIGH,First Class,Western Europe,Indoor/Outdoor Games
1,0.801361,HIGH,Second Class,Eastern Asia,Fishing
1,0.47266772,MEDIUM,Standard Class,Western Europe,Women's Apparel
1,0.6888077,HIGH,Second Class,Eastern Europe,Water Sports
1,0.34031132,LOW,Standard Class,Northern Europe,Golf Gloves
0,0.34371263,LOW,Standard Class,Southern Europe,Indoor/Outdoor Games
1,0.98109436,HIGH,First Class,Northern Europe,Golf Gloves
1,0.7985686,HIGH,Second Class,Central America,Women's Apparel
0,0.3512952,LOW,Standard Class,West of USA ,Camping & Hiking
1,0.687862,HIGH,Second Class,Western Europe,Women's Apparel
1,0.67517996,HIGH,First Class,Western Europe,CDs 
0,0.3419806,LOW,Standard Class,Northern Europe,Water Sports
0,0.43737826,LOW,Standard Class,Western Europe,Women's Apparel
1,0.99202806,HIGH,First Class,Southern Europe,Cleats
1,0.39489606,LOW,Standard Class,Central America,Water Sports
0,0.3453418,LOW,Standard Class,South America,Water Sports
0,0.34920034,LOW,Standard Class,West of USA ,Cardio Equipment
1,0.38244587,LOW,Standard Class,West of USA ,Indoor/Outdoor Games
1,0.39422986,LOW,Standard Class,South America,Shop By Sport
0,0.39723867,LOW,Standard Class,Western Europe,Water Sports
1,0.88472176,HIGH,Second Class,Central America,Indoor/Outdoor Games
0,0.48211044,MEDIUM,Same Day,Central America,Men's Footwear
0,0.3366683,LOW,Standard Class,Northern Europe,Indoor/Outdoor Games
1,0.7196177,HIGH,Second Class,Western Europe,Fishing
0,0.40178612,LOW,Standard Class,Western Europe,Men's Footwear
0,0.41461843,LOW,Standard Class,East of USA,Cardio Equipment
1,0.4847846,MEDIUM,Same Day,Western Europe,Men's Footwear
1,0.8225398,HIGH,Second Class,Central America,Cleats
0,0.6887863,HIGH,Second Class,US Center ,Fishing
1,0.34063,LOW,Standard Class,Northern Europe,Cleats
0,0.34973913,LOW,Standard Class,Caribbean,Fishing
1,0.7862232,HIGH,Second Class,South Asia,Indoor/Outdoor Games
0,0.66126347,HIGH,Second Class,US Center ,Camping & Hiking
1,0.6915106,HIGH,Second Class,Southeast Asia,Water Sports
0,0.34240693,LOW,Standard Class,Northern Europe,Indoor/Outdoor Games
0,0.41015688,LOW,Standard Class,Western Europe,Golf Apparel
0,0.39505318,LOW,Standard Class,Central America,Fishing
0,0.39851806,LOW,Standard Class,Western Europe,Fishing
0,0.3955298,LOW,Standard Class,Southern Europe,Shop By Sport
1,0.98419446,HIGH,First Class,South of  USA ,Trade-In
1,0.79689556,HIGH,Second Class,US Center ,Water Sports
0,0.39635402,LOW,Standard Class,Southern Europe,Cardio Equipment
1,0.75432724,HIGH,Second Class,Western Europe,Cleats
0,0.36071873,LOW,Standard Class,Central America,Men's Footwear
0,0.39377767,LOW,Standard Class,Southeast Asia,Women's Apparel
0,0.36223152,LOW,Standard Class,Southern Europe,Men's Footwear
0,0.39625555,LOW,Standard Class,Central America,Men's Footwear
1,0.34148353,LOW,Standard Class,South Asia,Computers
1,0.39507705,LOW,Standard Class,Southern Europe,Indoor/Outdoor Games
0,0.28974122,LOW,Standard Class,Central America,Cardio Equipment
1,0.80218506,HIGH,Second Class,South of  USA ,Fishing
1,0.3475859,LOW,Standard Class,South of  USA ,Cardio Equipment
0,0.367157,LOW,Standard Class,North Africa,Cleats
1,0.396626,LOW,Standard Class,Southern Africa,Cardio Equipment
1,0.99206406,HIGH,First Class,North Africa,Men's Footwear
1,0.9911857,HIGH,First Class,West of USA ,Men's Footwear
0,0.37034395,LOW,Standard Class,Caribbean,Cardio Equipment
0,0.46698576,MEDIUM,Standard Class,Central America,Men's Footwear
1,0.7576505,HIGH,Second Class,Northern Europe,Women's Apparel
1,0.802837,HIGH,Second Class,Southeast Asia,Indoor/Outdoor Games
1,0.8386007,HIGH,First Class,Central America,Cardio Equipment
0,0.39505318,LOW,Standard Class,Eastern Asia,Camping & Hiking
1,0.98977447,HIGH,First Class,Western Europe,Indoor/Outdoor Games
1,0.34580398,LOW,Standard Class,Western Europe,Shop By Sport
1,0.4822009,MEDIUM,Standard Class,Eastern Asia,Cleats
1,0.42719626,LOW,Standard Class,South of  USA ,Indoor/Outdoor Games
1,0.7970561,HIGH,Second Class,Southern Europe,Cardio Equipment
0,0.39670876,LOW,Standard Class,South America,Shop By Sport
0,0.39377767,LOW,Standard Class,East Africa,Indoor/Outdoor Games
0,0.40033028,LOW,Same Day,West of USA ,Women's Apparel
0,0.39489606,LOW,Standard Class,South America,Cleats
0,0.39617282,LOW,Standard Class,South America,Fishing
0,0.34481972,LOW,Standard Class,Southern Europe,Men's Footwear
1,0.39505318,LOW,Standard Class,South America,Fishing
1,0.9921457,HIGH,First Class,Southern Europe,Girls' Apparel
0,0.3832485,LOW,Standard Class,East of USA,Indoor/Outdoor Games
1,0.6862392,HIGH,Second Class,West of USA ,Water Sports
0,0.39489606,LOW,Standard Class,Central America,Shop By Sport
1,0.5215286,MEDIUM,Standard Class,North Africa,Cardio Equipment
0,0.35781616,LOW,Standard Class,Oceania,Water Sports
1,0.9913737,HIGH,First Class,South America,Men's Footwear
1,0.50152546,MEDIUM,Same Day,Eastern Asia,Indoor/Outdoor Games
1,0.9911027,HIGH,First Class,South Asia,Golf Shoes
0,0.3982905,LOW,Standard Class,US Center ,Electronics
1,0.3009532,LOW,Standard Class,Western Europe,Accessories
0,0.33500215,LOW,Standard Class,Eastern Asia,Video Games
1,0.6854717,HIGH,Second Class,West of USA ,Electronics
1,0.79144114,HIGH,Second Class,Central America,Shop By Sport
0,0.33778894,LOW,Standard Class,Central America,Shop By Sport
0,0.39784977,LOW,Standard Class,Western Europe,Fishing
1,0.97933024,HIGH,First Class,Southern Europe,Men's Footwear
0,0.4008226,LOW,Standard Class,Western Europe,Camping & Hiking
1,0.39377767,LOW,Standard Class,South America,Camping & Hiking
1,0.39377767,LOW,Standard Class,West Africa,Women's Apparel
1,0.80039227,HIGH,Second Class,South Asia,Baseball & Softball
1,0.6906334,HIGH,Second Class,Western Europe,Fishing
1,0.42732644,LOW,Standard Class,East Africa,Fishing
1,0.9917692,HIGH,First Class,South America,Girls' Apparel
1,0.9911027,HIGH,First Class,South America,Cleats
0,0.3431093,LOW,Standard Class,Caribbean,Women's Apparel
1,0.40010363,LOW,Standard Class,West Asia,Women's Apparel
1,0.3953487,LOW,Standard Class,Eastern Asia,Men's Footwear
0,0.26838076,LOW,Standard Class,Western Europe,Electronics
0,0.34403214,LOW,Standard Class,West Asia,Water Sports
0,0.33955345,LOW,Second Class,East of USA,Camping & Hiking
1,0.3387044,LOW,Standard Class,West Africa,Men's Footwear
0,0.39422986,LOW,Standard Class,East of USA,Men's Footwear
0,0.39657113,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
0,0.7839449,HIGH,Second Class,Central America,Water Sports
1,0.39782998,LOW,Standard Class,Central America,Water Sports
1,0.39657113,LOW,Standard Class,Western Europe,Camping & Hiking
1,0.98391956,HIGH,First Class,Eastern Europe,Fishing
0,0.43660277,LOW,Standard Class,Central America,Camping & Hiking
1,0.39377767,LOW,Standard Class,Central America,Men's Footwear
0,0.34702623,LOW,Standard Class,Western Europe,Fishing
1,0.49959502,MEDIUM,Same Day,Caribbean,Water Sports
0,0.3387044,LOW,Standard Class,Oceania,Shop By Sport
0,0.39422986,LOW,Standard Class,East of USA,Shop By Sport
1,0.7977594,HIGH,Second Class,Western Europe,Cardio Equipment
1,0.7939817,HIGH,Second Class,West of USA ,Women's Apparel
1,0.39422986,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.396118,LOW,Standard Class,Western Europe,Camping & Hiking
1,0.34282908,LOW,Standard Class,Central America,Golf Bags & Carts
1,0.7850942,HIGH,Second Class,Western Europe,Cleats
1,0.68724096,HIGH,Second Class,Eastern Asia,Fishing
0,0.39377767,LOW,Standard Class,South Asia,Sporting Goods
0,0.8022009,HIGH,Second Class,Southern Europe,Trade-In
1,0.4068977,LOW,Same Day,Eastern Asia,DVDs
0,0.38242683,LOW,Standard Class,Western Europe,Men's Footwear
0,0.38732252,LOW,Standard Class,Central America,Men's Footwear
1,0.39607286,LOW,Standard Class,West Asia,Women's Apparel
0,0.358231,LOW,Standard Class,Central America,Indoor/Outdoor Games
0,0.36045668,LOW,Standard Class,Oceania,Cleats
0,0.39814863,LOW,Same Day,Eastern Europe,Women's Apparel
1,0.4071618,LOW,Standard Class,Western Europe,Golf Balls
0,0.34066975,LOW,Standard Class,West Africa,Water Sports
0,0.34047607,LOW,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.8034059,HIGH,Second Class,South America,Camping & Hiking
0,0.39377767,LOW,Standard Class,Oceania,Men's Footwear
1,0.6876404,HIGH,Second Class,South America,Water Sports
1,0.81337434,HIGH,First Class,Oceania,Camping & Hiking
0,0.42655852,LOW,Standard Class,East Africa,Indoor/Outdoor Games
0,0.3998301,LOW,Standard Class,South of  USA ,Indoor/Outdoor Games
1,0.9911857,HIGH,First Class,Central America,Water Sports
1,0.39657113,LOW,Standard Class,Western Europe,Cardio Equipment
0,0.7970005,HIGH,Second Class,Eastern Asia,Water Sports
1,0.8039339,HIGH,Second Class,Caribbean,Accessories
1,0.73716307,HIGH,First Class,Central America,Men's Footwear
1,0.6876404,HIGH,Second Class,Central America,Women's Apparel
1,0.6292643,HIGH,First Class,West Asia,Men's Footwear
1,0.9911857,HIGH,First Class,South Asia,Camping & Hiking
0,0.29795498,LOW,Standard Class,Caribbean,Shop By Sport
1,0.34649363,LOW,Standard Class,Oceania,Golf Balls
1,0.39943445,LOW,Standard Class,South of  USA ,Women's Apparel
1,0.8060092,HIGH,Second Class,Western Europe,Indoor/Outdoor Games
1,0.8001888,HIGH,Second Class,South of  USA ,Water Sports
0,0.39422986,LOW,Standard Class,South Asia,Men's Footwear
1,0.43075708,LOW,Standard Class,Oceania,Fishing
1,0.9911857,HIGH,First Class,East of USA,Cleats
0,0.33481634,LOW,Standard Class,Western Europe,Cleats
1,0.99085426,HIGH,First Class,Western Europe,Women's Apparel
0,0.39723867,LOW,Standard Class,Western Europe,Water Sports
1,0.47845468,MEDIUM,Standard Class,South Asia,Fishing
1,0.99144846,HIGH,First Class,US Center ,Accessories
0,0.32832474,LOW,Standard Class,Caribbean,Fishing
0,0.39422986,LOW,Standard Class,Central America,Men's Footwear
1,0.39507067,LOW,Standard Class,Eastern Europe,Fishing
1,0.7977585,HIGH,Second Class,South Asia,Fishing
1,0.3461924,LOW,Standard Class,Central America,Golf Balls
1,0.5310542,MEDIUM,Same Day,Eastern Europe,Women's Apparel
0,0.3055676,LOW,Standard Class,West Africa,Cleats
1,0.84099144,HIGH,First Class,US Center ,Women's Apparel
0,0.7992796,HIGH,Second Class,Central America,Fishing
1,0.40730062,LOW,Standard Class,East of USA,Electronics
0,0.3489329,LOW,Standard Class,South America,Men's Footwear
0,0.32195356,LOW,Standard Class,Caribbean,Indoor/Outdoor Games
0,0.3462457,LOW,Standard Class,Western Europe,Water Sports
1,0.7978429,HIGH,Second Class,Western Europe,Indoor/Outdoor Games
0,0.32195356,LOW,Standard Class,Caribbean,Cleats
1,0.490302,MEDIUM,Same Day,South Asia,Cardio Equipment
0,0.39561993,LOW,Standard Class,West Asia,Water Sports
0,0.39489606,LOW,Standard Class,Southeast Asia,Men's Footwear
1,0.25170273,LOW,Standard Class,Southern Europe,Water Sports
0,0.412215,LOW,Standard Class,Western Europe,Women's Apparel
1,0.69720745,HIGH,Second Class,Oceania,Fishing
1,0.9912407,HIGH,First Class,East of USA,Indoor/Outdoor Games
1,0.39312956,LOW,Standard Class,Eastern Europe,Camping & Hiking
0,0.4529887,MEDIUM,Standard Class,Central America,Indoor/Outdoor Games
0,0.33828032,LOW,Standard Class,South Asia,Girls' Apparel
1,0.78893954,HIGH,Second Class,West of USA ,Men's Footwear
0,0.40232822,LOW,Standard Class,Central Africa,Women's Apparel
0,0.35814855,LOW,Standard Class,East of USA,Cleats
1,0.99065197,HIGH,First Class,Central America,Water Sports
1,0.82909197,HIGH,First Class,Central America,Men's Golf Clubs
0,0.38263088,LOW,Standard Class,US Center ,Women's Apparel
1,0.686092,HIGH,Second Class,Central America,Cardio Equipment
1,0.33819398,LOW,Standard Class,Northern Europe,Indoor/Outdoor Games
1,0.99019986,HIGH,First Class,North Africa,Water Sports
1,0.39969212,LOW,Standard Class,Western Europe,Women's Apparel
1,0.39835456,LOW,Standard Class,Western Europe,Women's Apparel
1,0.84161204,HIGH,First Class,Southeast Asia,Fishing
0,0.40592873,LOW,Standard Class,Eastern Asia,Accessories
0,0.39293545,LOW,Standard Class,Western Europe,Camping & Hiking
1,0.9905466,HIGH,First Class,Northern Europe,Fishing
1,0.990564,HIGH,First Class,West of USA ,Cardio Equipment
1,0.44489592,LOW,Standard Class,US Center ,Camping & Hiking
0,0.3376452,LOW,Standard Class,Southern Africa,Golf Balls
0,0.39377767,LOW,Standard Class,US Center ,Indoor/Outdoor Games
0,0.75914633,HIGH,Second Class,North Africa,Camping & Hiking
1,0.47592556,MEDIUM,Same Day,West of USA ,Camping & Hiking
0,0.4113921,LOW,Standard Class,Eastern Asia,Cleats
0,0.35253415,LOW,Standard Class,West of USA ,Shop By Sport
1,0.39377767,LOW,Standard Class,US Center ,Women's Apparel
0,0.4569055,MEDIUM,Same Day,Northern Europe,Indoor/Outdoor Games
1,0.39481333,LOW,Standard Class,Western Europe,Cardio Equipment
0,0.39561993,LOW,Standard Class,Central America,Electronics
0,0.39489606,LOW,Standard Class,East Africa,Cardio Equipment
0,0.39422986,LOW,Standard Class,Central America,Women's Apparel
0,0.39505318,LOW,Standard Class,Central America,Fishing
0,0.34360486,LOW,Standard Class,East of USA,Cardio Equipment
0,0.35458726,LOW,Standard Class,Central America,Cleats
1,0.802837,HIGH,Second Class,North Africa,Shop By Sport
0,0.33676434,LOW,Standard Class,Western Europe,Electronics
1,0.4841442,MEDIUM,Standard Class,Western Europe,Indoor/Outdoor Games
1,0.8013363,HIGH,Second Class,West Asia,Shop By Sport
1,0.9837123,HIGH,First Class,Caribbean,Indoor/Outdoor Games
1,0.4435402,LOW,Standard Class,Northern Europe,Water Sports
1,0.42007193,LOW,Standard Class,South Asia,Electronics
1,0.34973913,LOW,Standard Class,South America,Fishing
1,0.39422986,LOW,Standard Class,East of USA,Women's Apparel
0,0.34360486,LOW,Standard Class,US Center ,Golf Gloves
1,0.99143606,HIGH,First Class,East Africa,Indoor/Outdoor Games
1,0.99081475,HIGH,First Class,Southern Europe,Cleats
0,0.35008425,LOW,Standard Class,Western Europe,Fishing
